Name            Surname         Final (Avg.)     Final (Med.)
Name37698       Surname37698            4.20             7.20
Name37695       Surname37695            4.20             5.40
Name73612       Surname73612            4.40             5.60
Name73613       Surname73613            4.80             3.60
Name37691       Surname37691            4.60             2.80
Name73615       Surname73615            4.40             5.00
Name37690       Surname37690            4.00             4.60
Name37689       Surname37689            3.60             1.80
Name73618       Surname73618            2.60             2.00
Name73619       Surname73619            4.80             5.40
Name73620       Surname73620            4.00             5.20
Name73621       Surname73621            3.80             3.80
Name37688       Surname37688            4.00             5.20
Name73623       Surname73623            4.40             7.40
Name73624       Surname73624            3.40             4.60
Name73625       Surname73625            4.40             3.80
Name37687       Surname37687            4.60             2.20
Name73627       Surname73627            4.40             6.20
Name73628       Surname73628            4.00             2.20
Name37686       Surname37686            3.80             2.00
Name73630       Surname73630            4.80             6.60
Name37685       Surname37685            3.40             4.00
Name37677       Surname37677            2.60             2.60
Name37676       Surname37676            3.20             2.00
Name73634       Surname73634            3.40             1.00
Name73635       Surname73635            4.80             4.20
Name37675       Surname37675            3.00             2.40
Name37672       Surname37672            4.40             3.80
Name37667       Surname37667            4.00             4.00
Name37661       Surname37661            4.20             7.80
Name73640       Surname73640            4.80             3.60
Name37658       Surname37658            4.80             5.40
Name37657       Surname37657            4.20             2.40
Name73643       Surname73643            4.40             4.40
Name73644       Surname73644            4.00             1.00
Name37656       Surname37656            4.40             3.80
Name37652       Surname37652            3.80             4.40
Name73647       Surname73647            4.80             3.00
Name37651       Surname37651            3.80             2.60
Name73649       Surname73649            4.00             2.80
Name37650       Surname37650            4.20             6.60
Name37649       Surname37649            3.80             2.60
Name37646       Surname37646            3.40             4.00
Name37645       Surname37645            4.00             6.40
Name37644       Surname37644            3.40             1.60
Name37643       Surname37643            3.80             5.60
Name73656       Surname73656            4.80             7.80
Name37638       Surname37638            4.00             6.40
Name37637       Surname37637            4.80             4.20
Name73659       Surname73659            3.80             2.60
Name37632       Surname37632            4.80             5.40
Name37630       Surname37630            4.80             3.60
Name37628       Surname37628            4.20             3.00
Name37627       Surname37627            4.60             5.80
Name73664       Surname73664            3.40             5.20
Name73665       Surname73665            4.40             4.40
Name37626       Surname37626            4.80             4.20
Name73667       Surname73667            4.00             5.20
Name73668       Surname73668            2.60             2.60
Name37625       Surname37625            3.20             3.20
Name37624       Surname37624            4.40             3.20
Name37623       Surname37623            4.80             7.20
Name73672       Surname73672            3.20             5.00
Name73673       Surname73673            2.80             5.80
Name37622       Surname37622            4.20             4.20
Name37621       Surname37621            3.40             6.40
Name73676       Surname73676            4.40             5.00
Name37619       Surname37619            4.80             4.80
Name37614       Surname37614            4.00             1.00
Name73679       Surname73679            4.00             4.60
Name37610       Surname37610            4.60             7.60
Name37607       Surname37607            4.80             4.80
Name37601       Surname37601            2.80             4.00
Name37600       Surname37600            4.60             5.20
Name37599       Surname37599            2.80             4.00
Name73685       Surname73685            4.20             4.20
Name37591       Surname37591            3.80             3.80
Name73687       Surname73687            4.00             4.00
Name73688       Surname73688            2.80             1.00
Name37590       Surname37590            3.80             2.60
Name37589       Surname37589            3.80             2.00
Name37586       Surname37586            4.20             5.40
Name37585       Surname37585            3.40             1.60
Name73693       Surname73693            4.00             2.20
Name37584       Surname37584            2.00             2.00
Name37583       Surname37583            4.00             3.40
Name37576       Surname37576            4.40             4.40
Name37575       Surname37575            3.40             4.60
Name73698       Surname73698            3.80             6.20
Name37573       Surname37573            4.40             6.80
Name37570       Surname37570            4.00             5.80
Name37569       Surname37569            3.80             5.60
Name37568       Surname37568            4.80             7.20
Name37567       Surname37567            3.80             2.00
Name73704       Surname73704            4.00             3.40
Name37562       Surname37562            3.20             4.40
Name73706       Surname73706            3.40             5.20
Name73707       Surname73707            4.80             6.60
Name73708       Surname73708            3.40             4.60
Name73709       Surname73709            4.00             5.20
Name37559       Surname37559            3.80             2.60
Name37558       Surname37558            4.20             4.20
Name73712       Surname73712            4.20             6.00
Name73713       Surname73713            3.40             2.20
Name73714       Surname73714            3.20             2.00
Name73715       Surname73715            3.40             2.20
Name73716       Surname73716            3.20             5.60
Name37557       Surname37557            4.40             4.40
Name73718       Surname73718            3.80             2.00
Name37556       Surname37556            3.80             4.40
Name37554       Surname37554            3.80             2.60
Name37546       Surname37546            4.00             6.40
Name73722       Surname73722            2.80             2.20
Name73723       Surname73723            4.40             3.20
Name37543       Surname37543            4.80             4.80
Name37542       Surname37542            4.80             4.20
Name37540       Surname37540            2.60             4.40
Name37539       Surname37539            3.40             4.60
Name73728       Surname73728            3.20             5.00
Name37536       Surname37536            4.40             4.40
Name73730       Surname73730            3.40             5.20
Name73731       Surname73731            4.60             5.20
Name73732       Surname73732            3.80             2.00
Name73733       Surname73733            4.60             4.00
Name73734       Surname73734            3.20             5.60
Name73735       Surname73735            4.20             7.20
Name37534       Surname37534            4.40             6.80
Name37531       Surname37531            4.40             4.40
Name73738       Surname73738            3.80             5.00
Name37530       Surname37530            4.20             4.80
Name37527       Surname37527            3.80             3.20
Name73741       Surname73741            4.80             5.40
Name37526       Surname37526            3.40             5.20
Name37520       Surname37520            3.40             3.40
Name73744       Surname73744            4.00             6.40
Name73745       Surname73745            4.80             4.80
Name37517       Surname37517            4.80             5.40
Name37516       Surname37516            3.20             5.60
Name37513       Surname37513            2.80             2.80
Name37512       Surname37512            3.80             6.20
Name73750       Surname73750            4.80             7.80
Name37511       Surname37511            4.60             6.40
Name37510       Surname37510            4.80             6.00
Name37506       Surname37506            4.00             5.20
Name37504       Surname37504            3.80             6.20
Name37501       Surname37501            4.40             2.60
Name73756       Surname73756            4.60             4.60
Name73757       Surname73757            4.80             5.40
Name37498       Surname37498            3.40             4.00
Name73759       Surname73759            4.40             6.20
Name73760       Surname73760            2.80             4.60
Name73761       Surname73761            4.40             2.60
Name37494       Surname37494            2.60             3.20
Name37493       Surname37493            4.20             3.00
Name37490       Surname37490            3.20             2.60
Name37489       Surname37489            4.00             2.20
Name73766       Surname73766            3.40             2.80
Name73767       Surname73767            3.40             1.00
Name37487       Surname37487            3.20             3.80
Name73769       Surname73769            3.60             3.60
Name37486       Surname37486            3.80             6.20
Name37485       Surname37485            4.20             2.40
Name37480       Surname37480            4.60             5.80
Name73773       Surname73773            3.20             5.60
Name37479       Surname37479            4.60             2.20
Name37477       Surname37477            4.60             4.60
Name37476       Surname37476            2.60             1.40
Name37475       Surname37475            4.80             4.20
Name37472       Surname37472            3.00             5.40
Name73779       Surname73779            4.40             3.80
Name37470       Surname37470            4.20             6.60
Name73781       Surname73781            3.60             6.60
Name37469       Surname37469            4.40             6.20
Name73783       Surname73783            4.40             2.60
Name37468       Surname37468            4.60             7.00
Name73785       Surname73785            4.40             7.40
Name73786       Surname73786            2.60             1.40
Name37467       Surname37467            2.60             2.00
Name73788       Surname73788            4.80             6.00
Name37466       Surname37466            4.80             2.40
Name73790       Surname73790            4.60             4.60
Name73791       Surname73791            4.20             4.80
Name37465       Surname37465            4.40             2.60
Name37464       Surname37464            3.80             2.00
Name73794       Surname73794            2.80             4.00
Name37463       Surname37463            2.80             5.80
Name37454       Surname37454            4.60             4.00
Name37450       Surname37450            2.00             2.60
Name73798       Surname73798            3.60             3.60
Name37446       Surname37446            4.00             4.60
Name37445       Surname37445            4.40             2.60
Name73801       Surname73801            3.40             5.20
Name37442       Surname37442            4.80             1.80
Name37439       Surname37439            2.60             5.60
Name73804       Surname73804            2.20             2.80
Name73805       Surname73805            4.60             5.20
Name73806       Surname73806            3.80             1.40
Name73807       Surname73807            2.80             2.20
Name37438       Surname37438            4.20             2.40
Name37433       Surname37433            4.20             4.80
Name73810       Surname73810            4.20             3.00
Name73811       Surname73811            4.20             6.00
Name37431       Surname37431            2.80             2.80
Name37429       Surname37429            3.40             5.20
Name73814       Surname73814            4.20             3.00
Name73815       Surname73815            4.00             5.20
Name73816       Surname73816            4.60             5.80
Name37426       Surname37426            4.80             7.20
Name73818       Surname73818            4.20             6.60
Name37421       Surname37421            2.20             1.60
Name37418       Surname37418            4.60             2.80
Name37417       Surname37417            3.60             2.40
Name37407       Surname37407            3.80             2.60
Name37399       Surname37399            4.40             5.60
Name73824       Surname73824            3.60             3.00
Name37394       Surname37394            4.40             5.60
Name37391       Surname37391            3.80             3.20
Name73827       Surname73827            3.60             3.00
Name37388       Surname37388            2.80             2.20
Name73829       Surname73829            4.00             1.00
Name73830       Surname73830            3.40             4.60
Name37385       Surname37385            3.80             2.60
Name37383       Surname37383            4.40             5.60
Name37381       Surname37381            4.20             4.20
Name37380       Surname37380            2.60             3.80
Name73835       Surname73835            4.00             4.00
Name37377       Surname37377            4.00             4.60
Name37376       Surname37376            4.80             3.00
Name37375       Surname37375            3.40             4.60
Name73839       Surname73839            4.40             3.20
Name73840       Surname73840            3.80             3.80
Name37372       Surname37372            4.40             4.40
Name37369       Surname37369            3.80             3.20
Name73843       Surname73843            4.60             2.80
Name73844       Surname73844            4.60             7.00
Name37368       Surname37368            4.60             4.60
Name73846       Surname73846            4.80             4.80
Name73847       Surname73847            4.00             2.80
Name37366       Surname37366            4.00             3.40
Name37365       Surname37365            4.80             4.20
Name37363       Surname37363            4.80             3.00
Name73851       Surname73851            4.00             5.20
Name37359       Surname37359            3.40             7.00
Name37358       Surname37358            2.80             2.20
Name37356       Surname37356            2.60             2.60
Name37351       Surname37351            3.20             3.20
Name37348       Surname37348            3.80             5.00
Name37347       Surname37347            3.00             1.80
Name37346       Surname37346            3.20             5.00
Name73859       Surname73859            4.00             4.00
Name73860       Surname73860            3.20             6.20
Name37344       Surname37344            4.20             4.80
Name73862       Surname73862            3.40             4.00
Name73863       Surname73863            4.60             5.20
Name73864       Surname73864            4.20             7.20
Name73865       Surname73865            3.80             2.60
Name37342       Surname37342            3.20             3.20
Name73867       Surname73867            2.80             2.80
Name37341       Surname37341            3.60             5.40
Name37339       Surname37339            4.40             6.20
Name73870       Surname73870            3.80             3.20
Name73871       Surname73871            4.40             3.20
Name37338       Surname37338            4.80             3.60
Name37334       Surname37334            4.80             5.40
Name73874       Surname73874            2.80             2.20
Name37332       Surname37332            3.20             3.80
Name73876       Surname73876            4.80             6.00
Name73877       Surname73877            3.80             6.20
Name37331       Surname37331            4.60             5.20
Name73879       Surname73879            4.60             2.80
Name37329       Surname37329            4.40             4.40
Name37328       Surname37328            4.60             4.60
Name73882       Surname73882            3.00             1.80
Name37327       Surname37327            3.20             2.60
Name73884       Surname73884            4.40             5.60
Name37325       Surname37325            4.80             5.40
Name37323       Surname37323            4.20             6.00
Name37320       Surname37320            2.20             2.80
Name37319       Surname37319            4.40             3.20
Name37313       Surname37313            4.00             4.60
Name37312       Surname37312            4.00             3.40
Name73891       Surname73891            4.20             6.00
Name37310       Surname37310            4.80             4.80
Name73893       Surname73893            3.00             3.60
Name73894       Surname73894            3.80             2.60
Name37307       Surname37307            3.40             2.80
Name73896       Surname73896            1.60             1.60
Name37305       Surname37305            4.20             4.80
Name73898       Surname73898            4.40             3.80
Name37304       Surname37304            4.60             6.40
Name73900       Surname73900            4.60             5.20
Name73901       Surname73901            3.40             3.40
Name73902       Surname73902            4.60             4.60
Name73903       Surname73903            3.00             1.80
Name37297       Surname37297            3.40             3.40
Name73905       Surname73905            3.00             7.20
Name73906       Surname73906            3.40             2.80
Name37293       Surname37293            4.00             2.80
Name73908       Surname73908            4.80             5.40
Name37292       Surname37292            4.20             3.00
Name73910       Surname73910            2.60             1.40
Name37291       Surname37291            3.40             5.80
Name37288       Surname37288            3.00             4.20
Name37284       Surname37284            4.80             3.00
Name73914       Surname73914            3.40             4.60
Name37280       Surname37280            2.40             1.80
Name73916       Surname73916            4.60             5.20
Name73917       Surname73917            4.80             6.60
Name37278       Surname37278            4.20             4.20
Name73919       Surname73919            1.00             1.00
Name73920       Surname73920            2.80             2.80
Name37277       Surname37277            3.40             2.20
Name37276       Surname37276            4.00             2.80
Name37271       Surname37271            4.40             2.60
Name73924       Surname73924            4.80             4.80
Name37268       Surname37268            4.00             4.60
Name37267       Surname37267            4.60             5.80
Name73927       Surname73927            4.80             3.00
Name37263       Surname37263            2.60             5.00
Name37260       Surname37260            4.60             4.60
Name73930       Surname73930            3.40             5.80
Name73931       Surname73931            4.40             5.60
Name73932       Surname73932            4.80             5.40
Name37259       Surname37259            3.60             6.00
Name37258       Surname37258            4.40             4.40
Name37254       Surname37254            4.80             4.20
Name73936       Surname73936            3.80             3.80
Name37253       Surname37253            3.20             2.60
Name37251       Surname37251            3.40             4.60
Name73939       Surname73939            4.80             5.40
Name73940       Surname73940            4.80             4.80
Name73941       Surname73941            4.40             6.80
Name37250       Surname37250            4.60             5.20
Name37247       Surname37247            3.80             3.20
Name37245       Surname37245            4.00             4.00
Name73945       Surname73945            4.40             8.00
Name37243       Surname37243            3.80             2.60
Name73947       Surname73947            4.20             7.20
Name37242       Surname37242            3.80             3.80
Name37240       Surname37240            2.80             1.00
Name37238       Surname37238            4.40             7.40
Name73951       Surname73951            3.40             4.00
Name73952       Surname73952            3.80             2.60
Name73953       Surname73953            1.00             1.00
Name37234       Surname37234            3.80             3.20
Name37233       Surname37233            4.60             5.80
Name37232       Surname37232            3.80             3.80
Name37231       Surname37231            3.60             5.40
Name73958       Surname73958            4.00             4.00
Name73959       Surname73959            3.20             4.40
Name37228       Surname37228            3.80             2.60
Name37226       Surname37226            4.40             5.00
Name73962       Surname73962            4.80             4.20
Name37224       Surname37224            3.40             1.00
Name37223       Surname37223            4.20             4.20
Name73965       Surname73965            4.20             2.40
Name73966       Surname73966            1.60             1.00
Name73967       Surname73967            3.40             2.80
Name37222       Surname37222            4.00             4.00
Name73969       Surname73969            2.80             1.00
Name73970       Surname73970            4.80             5.40
Name37220       Surname37220            4.60             3.40
Name73972       Surname73972            4.60             7.60
Name37218       Surname37218            4.60             6.40
Name37215       Surname37215            4.40             5.00
Name73975       Surname73975            4.20             4.80
Name37214       Surname37214            3.60             4.20
Name73977       Surname73977            4.40             2.60
Name73978       Surname73978            4.20             2.40
Name73979       Surname73979            4.00             5.80
Name37213       Surname37213            3.20             3.80
Name37212       Surname37212            4.80             7.20
Name73982       Surname73982            4.60             4.60
Name37210       Surname37210            4.80             6.60
Name73984       Surname73984            3.60             2.40
Name73985       Surname73985            4.00             6.40
Name73986       Surname73986            2.20             2.80
Name37209       Surname37209            3.40             2.80
Name37200       Surname37200            4.00             5.80
Name37199       Surname37199            3.40             1.60
Name73990       Surname73990            4.60             3.40
Name37198       Surname37198            4.40             3.20
Name37197       Surname37197            4.40             4.40
Name73993       Surname73993            4.60             5.80
Name37196       Surname37196            2.60             2.60
Name73995       Surname73995            4.00             7.00
Name37195       Surname37195            4.20             5.40
Name37190       Surname37190            4.80             5.40
Name73998       Surname73998            4.80             3.60
Name37189       Surname37189            2.20             1.00
Name37183       Surname37183            4.80             8.40
Name37182       Surname37182            4.00             5.80
Name37181       Surname37181            4.60             4.60
Name74003       Surname74003            2.80             3.40
Name74004       Surname74004            3.20             1.40
Name37178       Surname37178            2.20             1.60
Name74006       Surname74006            4.00             4.00
Name37177       Surname37177            4.40             5.60
Name74008       Surname74008            4.20             3.60
Name37176       Surname37176            3.80             4.40
Name37173       Surname37173            3.60             3.00
Name37171       Surname37171            2.80             3.40
Name74012       Surname74012            4.80             3.00
Name37169       Surname37169            4.40             5.60
Name74014       Surname74014            4.20             6.00
Name37167       Surname37167            4.60             2.80
Name37162       Surname37162            4.60             3.40
Name37157       Surname37157            4.80             5.40
Name37156       Surname37156            2.80             4.60
Name37154       Surname37154            4.40             4.40
Name74020       Surname74020            2.80             2.20
Name37151       Surname37151            3.80             3.80
Name74022       Surname74022            4.40             3.20
Name37150       Surname37150            3.00             4.20
Name74024       Surname74024            3.60             3.00
Name74025       Surname74025            4.60             5.20
Name37144       Surname37144            4.60             7.00
Name37143       Surname37143            3.60             5.40
Name74028       Surname74028            4.40             3.20
Name74029       Surname74029            4.40             3.80
Name74030       Surname74030            4.20             1.80
Name37141       Surname37141            4.60             5.20
Name37140       Surname37140            2.80             2.20
Name37132       Surname37132            4.00             2.80
Name37131       Surname37131            4.00             3.40
Name74035       Surname74035            3.40             1.60
Name74036       Surname74036            4.40             4.40
Name74037       Surname74037            4.20             2.40
Name37130       Surname37130            4.80             4.20
Name37127       Surname37127            4.00             5.20
Name37124       Surname37124            4.00             2.80
Name74041       Surname74041            4.40             3.80
Name74042       Surname74042            3.40             5.20
Name37123       Surname37123            3.80             4.40
Name74044       Surname74044            3.60             2.40
Name37122       Surname37122            4.60             7.60
Name37121       Surname37121            4.00             6.40
Name37120       Surname37120            4.60             4.00
Name37117       Surname37117            2.20             1.00
Name37116       Surname37116            4.40             3.20
Name74050       Surname74050            3.40             2.80
Name37112       Surname37112            3.80             6.80
Name37110       Surname37110            3.00             4.80
Name37108       Surname37108            4.40             4.40
Name37105       Surname37105            4.20             2.40
Name37103       Surname37103            2.80             1.60
Name37102       Surname37102            3.80             3.80
Name37098       Surname37098            4.80             7.20
Name37097       Surname37097            4.00             2.20
Name37095       Surname37095            4.20             2.40
Name37094       Surname37094            4.60             4.00
Name74061       Surname74061            4.00             4.60
Name37092       Surname37092            3.20             2.00
Name37087       Surname37087            3.20             6.20
Name74064       Surname74064            2.60             1.40
Name74065       Surname74065            3.80             3.80
Name74066       Surname74066            4.60             7.60
Name37086       Surname37086            4.00             5.80
Name37085       Surname37085            3.80             6.80
Name74069       Surname74069            3.40             3.40
Name74070       Surname74070            4.00             4.60
Name37082       Surname37082            4.60             3.40
Name37081       Surname37081            2.20             1.00
Name74073       Surname74073            4.60             7.00
Name37078       Surname37078            2.80             1.00
Name37077       Surname37077            4.00             3.40
Name37076       Surname37076            3.00             2.40
Name37075       Surname37075            2.80             1.60
Name37074       Surname37074            3.80             6.20
Name37065       Surname37065            4.40             5.00
Name74080       Surname74080            4.00             5.20
Name74081       Surname74081            4.00             3.40
Name74082       Surname74082            3.60             4.80
Name37063       Surname37063            3.40             1.60
Name37059       Surname37059            2.60             1.40
Name37057       Surname37057            4.00             2.80
Name37056       Surname37056            4.40             6.20
Name74087       Surname74087            2.00             2.60
Name74088       Surname74088            4.00             3.40
Name37054       Surname37054            4.80             7.80
Name74090       Surname74090            4.80             6.60
Name37051       Surname37051            4.40             5.60
Name37050       Surname37050            4.80             4.20
Name74093       Surname74093            4.40             2.60
Name37047       Surname37047            3.60             6.60
Name74095       Surname74095            3.40             1.60
Name37042       Surname37042            4.20             3.00
Name37040       Surname37040            3.40             4.60
Name74098       Surname74098            4.60             5.20
Name37038       Surname37038            4.80             5.40
Name37033       Surname37033            4.00             2.80
Name37032       Surname37032            3.80             1.40
Name37030       Surname37030            4.20             3.00
Name37029       Surname37029            3.60             7.20
Name74104       Surname74104            4.40             5.00
Name37028       Surname37028            4.80             5.40
Name37026       Surname37026            4.40             2.60
Name37025       Surname37025            3.80             4.40
Name74108       Surname74108            3.00             1.80
Name74109       Surname74109            4.00             2.20
Name37024       Surname37024            4.80             6.60
Name37021       Surname37021            4.40             2.60
Name37017       Surname37017            4.40             6.80
Name37016       Surname37016            4.00             6.40
Name37013       Surname37013            3.80             2.60
Name37012       Surname37012            4.20             3.00
Name74116       Surname74116            3.40             5.20
Name37007       Surname37007            3.00             2.40
Name37003       Surname37003            2.40             3.00
Name74119       Surname74119            4.20             3.00
Name37002       Surname37002            2.80             1.60
Name74121       Surname74121            3.40             2.80
Name37001       Surname37001            2.80             1.00
Name37000       Surname37000            4.60             5.80
Name36996       Surname36996            4.40             2.60
Name36995       Surname36995            3.40             1.60
Name74126       Surname74126            4.60             2.20
Name36994       Surname36994            4.20             3.60
Name74128       Surname74128            4.20             4.20
Name36992       Surname36992            4.40             5.60
Name36991       Surname36991            4.00             5.80
Name74131       Surname74131            4.60             5.80
Name36988       Surname36988            3.80             2.00
Name36985       Surname36985            3.40             1.00
Name74134       Surname74134            4.40             4.40
Name74135       Surname74135            3.40             5.80
Name36984       Surname36984            4.80             7.20
Name36982       Surname36982            4.40             5.00
Name74138       Surname74138            4.80             6.00
Name36979       Surname36979            4.40             6.80
Name74140       Surname74140            4.20             2.40
Name36978       Surname36978            2.80             1.00
Name36977       Surname36977            3.20             5.00
Name74143       Surname74143            3.40             5.20
Name74144       Surname74144            4.40             1.40
Name74145       Surname74145            3.80             3.20
Name36975       Surname36975            3.00             2.40
Name74147       Surname74147            4.00             1.60
Name36966       Surname36966            4.00             2.20
Name36960       Surname36960            4.40             5.60
Name36958       Surname36958            4.40             2.00
Name36956       Surname36956            3.40             1.60
Name36954       Surname36954            4.00             2.20
Name36950       Surname36950            4.40             6.80
Name74154       Surname74154            3.20             6.80
Name36947       Surname36947            4.80             3.60
Name36946       Surname36946            4.00             5.80
Name36937       Surname36937            2.40             3.60
Name74158       Surname74158            3.20             5.00
Name74159       Surname74159            3.20             6.80
Name74160       Surname74160            3.60             3.60
Name36936       Surname36936            3.80             5.00
Name74162       Surname74162            4.80             1.80
Name36935       Surname36935            4.00             2.80
Name74164       Surname74164            4.00             3.40
Name36934       Surname36934            4.80             8.40
Name74166       Surname74166            4.60             7.00
Name74167       Surname74167            2.60             3.20
Name36931       Surname36931            3.40             2.80
Name36930       Surname36930            4.60             5.80
Name36929       Surname36929            3.80             2.60
Name36927       Surname36927            4.20             4.20
Name74172       Surname74172            3.20             3.20
Name36926       Surname36926            4.60             4.00
Name74174       Surname74174            2.80             6.40
Name36925       Surname36925            4.20             3.00
Name74176       Surname74176            3.00             1.80
Name74177       Surname74177            4.00             1.60
Name36924       Surname36924            3.20             2.00
Name74179       Surname74179            4.80             5.40
Name74180       Surname74180            4.00             5.80
Name36920       Surname36920            3.80             6.20
Name36918       Surname36918            4.80             5.40
Name36917       Surname36917            3.40             1.60
Name36912       Surname36912            4.40             4.40
Name36911       Surname36911            4.80             4.80
Name36908       Surname36908            3.40             4.00
Name36905       Surname36905            4.40             6.20
Name74188       Surname74188            4.40             3.20
Name36902       Surname36902            4.80             2.40
Name36901       Surname36901            3.40             4.60
Name74191       Surname74191            3.40             2.80
Name74192       Surname74192            4.00             2.80
Name74193       Surname74193            3.00             1.80
Name36895       Surname36895            4.00             4.00
Name36894       Surname36894            4.40             6.20
Name74196       Surname74196            4.80             2.40
Name36884       Surname36884            1.60             1.00
Name36882       Surname36882            3.80             3.20
Name36879       Surname36879            4.60             4.60
Name36878       Surname36878            4.80             4.80
Name74201       Surname74201            3.80             7.40
Name36876       Surname36876            4.40             5.00
Name36874       Surname36874            4.20             3.00
Name36873       Surname36873            4.40             5.60
Name36870       Surname36870            4.60             7.60
Name36868       Surname36868            4.20             6.60
Name74207       Surname74207            3.40             1.60
Name74208       Surname74208            4.60             2.20
Name36864       Surname36864            4.20             3.60
Name36862       Surname36862            4.00             5.20
Name36861       Surname36861            4.20             3.00
Name36860       Surname36860            3.40             4.00
Name74213       Surname74213            3.20             6.20
Name36852       Surname36852            4.60             4.00
Name36851       Surname36851            4.00             2.20
Name36849       Surname36849            4.00             6.40
Name36848       Surname36848            4.60             5.20
Name36847       Surname36847            4.40             3.20
Name74219       Surname74219            3.20             1.40
Name74220       Surname74220            4.20             1.80
Name36840       Surname36840            3.20             3.80
Name36834       Surname36834            3.60             4.20
Name36832       Surname36832            3.20             2.00
Name74224       Surname74224            4.00             2.20
Name74225       Surname74225            4.60             4.60
Name36824       Surname36824            4.60             4.60
Name74227       Surname74227            3.40             4.00
Name36823       Surname36823            4.60             4.00
Name36821       Surname36821            4.80             4.80
Name74230       Surname74230            4.00             3.40
Name36817       Surname36817            3.80             5.60
Name36816       Surname36816            4.60             6.40
Name74233       Surname74233            3.80             2.60
Name36815       Surname36815            4.40             5.60
Name74235       Surname74235            4.60             5.80
Name74236       Surname74236            2.40             1.80
Name74237       Surname74237            3.80             3.20
Name36812       Surname36812            4.20             5.40
Name74239       Surname74239            4.20             6.00
Name74240       Surname74240            4.20             6.00
Name36811       Surname36811            4.40             2.60
Name74242       Surname74242            2.80             1.60
Name36808       Surname36808            3.80             2.00
Name36804       Surname36804            4.20             6.60
Name74245       Surname74245            3.80             3.20
Name36803       Surname36803            4.20             3.00
Name74247       Surname74247            3.80             6.20
Name74248       Surname74248            4.80             4.20
Name36800       Surname36800            4.40             6.80
Name74250       Surname74250            3.80             5.60
Name36799       Surname36799            4.80             7.20
Name36797       Surname36797            4.60             7.60
Name36794       Surname36794            4.00             4.60
Name74254       Surname74254            4.40             3.20
Name36793       Surname36793            3.40             2.20
Name36791       Surname36791            3.20             2.00
Name74257       Surname74257            4.40             2.60
Name74258       Surname74258            3.60             4.80
Name74259       Surname74259            3.20             2.00
Name36790       Surname36790            4.80             7.20
Name74261       Surname74261            4.80             7.20
Name36789       Surname36789            2.60             3.20
Name74263       Surname74263            4.20             5.40
Name36788       Surname36788            4.60             4.60
Name36787       Surname36787            3.80             4.40
Name36784       Surname36784            4.60             6.40
Name74267       Surname74267            3.00             4.80
Name36783       Surname36783            2.20             1.00
Name74269       Surname74269            3.20             2.00
Name36781       Surname36781            4.20             6.00
Name36780       Surname36780            2.60             2.60
Name74272       Surname74272            2.60             2.00
Name36776       Surname36776            4.20             3.00
Name74274       Surname74274            3.20             6.80
Name74275       Surname74275            2.80             1.00
Name36772       Surname36772            3.60             2.40
Name36771       Surname36771            3.40             7.60
Name74278       Surname74278            3.00             4.20
Name36769       Surname36769            3.40             4.60
Name36765       Surname36765            3.80             7.40
Name36756       Surname36756            2.80             4.00
Name74282       Surname74282            3.20             2.00
Name74283       Surname74283            4.40             4.40
Name36755       Surname36755            4.80             3.60
Name36754       Surname36754            3.40             3.40
Name36745       Surname36745            3.80             3.20
Name36743       Surname36743            4.40             5.60
Name74288       Surname74288            3.40             2.20
Name74289       Surname74289            4.40             3.80
Name36742       Surname36742            3.00             3.60
Name74291       Surname74291            3.40             5.20
Name74292       Surname74292            3.40             4.00
Name36740       Surname36740            4.80             6.00
Name36738       Surname36738            4.00             5.20
Name74295       Surname74295            4.20             5.40
Name74296       Surname74296            4.60             3.40
Name36737       Surname36737            2.20             1.60
Name36735       Surname36735            3.80             3.80
Name36731       Surname36731            2.80             1.00
Name74300       Surname74300            4.20             6.00
Name36729       Surname36729            2.80             6.40
Name74302       Surname74302            3.40             5.80
Name74303       Surname74303            4.40             3.80
Name36728       Surname36728            3.40             5.80
Name74305       Surname74305            4.00             4.00
Name36727       Surname36727            4.60             7.60
Name74307       Surname74307            2.20             4.60
Name36719       Surname36719            2.80             1.60
Name36717       Surname36717            3.20             6.80
Name36716       Surname36716            3.40             2.20
Name36714       Surname36714            3.00             3.60
Name36713       Surname36713            4.60             7.60
Name74313       Surname74313            2.80             2.20
Name36712       Surname36712            4.00             2.20
Name74315       Surname74315            4.40             6.80
Name36709       Surname36709            4.40             6.80
Name36707       Surname36707            4.40             3.80
Name36706       Surname36706            4.80             7.20
Name74319       Surname74319            3.80             6.20
Name36705       Surname36705            2.80             1.60
Name74321       Surname74321            4.00             4.60
Name36704       Surname36704            4.20             5.40
Name36700       Surname36700            4.20             2.40
Name36698       Surname36698            4.60             3.40
